,SampleID,Spike_in_label,Spike_in_ratio,ichorCNA
285,K2AC24_spike_in__01_from_ZNL09S_label_Lung_replicate_0,Lung,10.0,0.0262
286,K2AC24_spike_in__001_from_ZNB05S_label_Breast_replicate_1,Breast,1.0,0.02356
287,K2AC24_spike_in__005_from_ZMH048S_label_Liver_replicate_0,Liver,5.0,0.05142
288,K2AC24_spike_in__001_from_ZNL15S_label_Lung_replicate_2,Lung,1.0,0.0275
289,K2AC24_spike_in__005_from_pool_Lung_label_Lung_replicate_2,Lung,5.0,0.03303
290,K2AC24_spike_in__0005_from_ZNL15S_label_Lung_replicate_1,Lung,0.5,0.02294
291,K2AC24_spike_in__005_from_ZNL15S_label_Lung_replicate_0,Lung,5.0,0.05137
292,K2AC24_spike_in__005_from_ZNL08S_label_Lung_replicate_2,Lung,5.0,0.03523
293,K2AC24_spike_in__0001_from_pool_Lung_label_Lung_replicate_1,Lung,0.1,0.02335
294,K2AC24_spike_in__001_from_ZNL08S_label_Lung_replicate_0,Lung,1.0,0.02785
295,K2AC24_spike_in__0001_from_ZNL08S_label_Lung_replicate_1,Lung,0.1,0.02301
296,K2AC24_spike_in__01_from_ZMH050S_label_Liver_replicate_1,Liver,10.0,0.03468
297,K2AC24_spike_in__001_from_ZNB05S_label_Breast_replicate_2,Breast,1.0,0.02373
298,K2AC24_spike_in__08_from_pool_Breast_label_Breast_replicate_0,Breast,80.0,0.1217
299,K2AC24_spike_in__01_from_ZNL14S_label_Lung_replicate_1,Lung,10.0,0.03268
300,K2AC24_spike_in__0005_from_ZMH048S_label_Liver_replicate_2,Liver,0.5,0.0242
301,K2AC24_spike_in__005_from_ZNL15S_label_Lung_replicate_1,Lung,5.0,0.04872
302,K2AC24_spike_in__01_from_ZNB03SR2_label_Breast_replicate_2,Breast,10.0,0.06388
303,K2AC24_spike_in__0005_from_ZNL15S_label_Lung_replicate_0,Lung,0.5,0.02279
304,K2AC24_spike_in__0001_from_ZNL15S_label_Lung_replicate_2,Lung,0.1,0.02337
305,K2AC24_spike_in__0001_from_ZNL08S_label_Lung_replicate_0,Lung,0.1,0.02745
306,K2AC24_spike_in__001_from_ZNL08S_label_Lung_replicate_1,Lung,1.0,0.02446
307,K2AC24_spike_in__08_from_pool_Lung_label_Lung_replicate_2,Lung,80.0,0.1591
308,K2AC24_spike_in__0001_from_pool_Lung_label_Lung_replicate_0,Lung,0.1,0.0235
309,K2AC24_spike_in__005_from_pool_Liver_label_Liver_replicate_2,Liver,5.0,0.039
310,K2AC24_spike_in__05_from_pool_Lung_label_Lung_replicate_2,Lung,50.0,0.1165
311,K2AC24_spike_in__0005_from_ZNL08S_label_Lung_replicate_2,Lung,0.5,0.027
312,K2AC24_spike_in__005_from_ZMH048S_label_Liver_replicate_2,Liver,5.0,0.05246
313,K2AC24_spike_in__01_from_ZMH050S_label_Liver_replicate_0,Liver,10.0,0.03857
314,K2AC24_spike_in__01_from_ZNL09S_label_Lung_replicate_2,Lung,10.0,0.0273
315,K2AC24_spike_in__0001_from_ZNB05S_label_Breast_replicate_2,Breast,0.1,0.02333
316,K2AC24_spike_in__01_from_ZNL14S_label_Lung_replicate_0,Lung,10.0,0.03876
317,K2AC24_spike_in__08_from_pool_Breast_label_Breast_replicate_1,Breast,80.0,0.118
318,K2AC24_spike_in__0001_from_ZMH056S_label_Liver_replicate_0,Liver,0.1,0.02335
319,K2AC24_spike_in__001_from_ZNB22SR1_label_Breast_replicate_2,Breast,1.0,0.02202
320,K2AC24_spike_in__001_from_ZMH056S_label_Liver_replicate_1,Liver,1.0,0.02397
321,K2AC24_spike_in__0001_from_ZMH051S_label_Liver_replicate_2,Liver,0.1,0.02358
322,K2AC24_spike_in__005_from_ZNL07S_label_Lung_replicate_1,Lung,5.0,0.01086
323,K2AC24_spike_in__0005_from_ZNL07S_label_Lung_replicate_0,Lung,0.5,0.02184
324,K2AC24_spike_in__0001_from_ZNL07S_label_Lung_replicate_2,Lung,0.1,0.02284
325,K2AC24_spike_in__001_from_ZMH051S_label_Liver_replicate_2,Liver,1.0,0.02397
326,K2AC24_spike_in__0001_from_ZMH056S_label_Liver_replicate_1,Liver,0.1,0.02353
327,K2AC24_spike_in__005_from_ZNB22SR1_label_Breast_replicate_2,Breast,5.0,0.03132
328,K2AC24_spike_in__001_from_ZMH056S_label_Liver_replicate_0,Liver,1.0,0.02479
329,K2AC24_spike_in__001_from_ZNL07S_label_Lung_replicate_2,Lung,1.0,0.02034
330,K2AC24_spike_in__0005_from_ZNL07S_label_Lung_replicate_1,Lung,0.5,0.02214
331,K2AC24_spike_in__005_from_ZNL07S_label_Lung_replicate_0,Lung,5.0,0.01252
332,K2AC24_spike_in__0001_from_ZMH051S_label_Liver_replicate_0,Liver,0.1,0.02341
333,K2AC24_spike_in__001_from_ZNB22SR1_label_Breast_replicate_0,Breast,1.0,0.0248
334,K2AC24_spike_in__0001_from_ZMH056S_label_Liver_replicate_2,Liver,0.1,0.0232
335,K2AC24_spike_in__001_from_ZMH051S_label_Liver_replicate_1,Liver,1.0,0.02419
336,K2AC24_spike_in__005_from_ZNB22SR1_label_Breast_replicate_1,Breast,5.0,0.03296
337,K2AC24_spike_in__0001_from_ZNL07S_label_Lung_replicate_0,Lung,0.1,0.02336
338,K2AC24_spike_in__001_from_ZNL07S_label_Lung_replicate_1,Lung,1.0,0.01877
339,K2AC24_spike_in__0005_from_ZNL07S_label_Lung_replicate_2,Lung,0.5,0.02178
340,K2AC24_spike_in__001_from_ZNB22SR1_label_Breast_replicate_1,Breast,1.0,0.02428
341,K2AC24_spike_in__0001_from_ZMH051S_label_Liver_replicate_1,Liver,0.1,0.02356
342,K2AC24_spike_in__001_from_ZMH056S_label_Liver_replicate_2,Liver,1.0,0.02512
343,K2AC24_spike_in__005_from_ZNB22SR1_label_Breast_replicate_0,Breast,5.0,0.03321
344,K2AC24_spike_in__001_from_ZMH051S_label_Liver_replicate_0,Liver,1.0,0.02543
345,K2AC24_spike_in__005_from_ZNL07S_label_Lung_replicate_2,Lung,5.0,0.01574
346,K2AC24_spike_in__001_from_ZNL07S_label_Lung_replicate_0,Lung,1.0,0.02054
347,K2AC24_spike_in__0001_from_ZNL07S_label_Lung_replicate_1,Lung,0.1,0.02306
348,K2AC24_spike_in__05_from_ZMH051S_label_Liver_replicate_0,Liver,50.0,0.2284
349,K2AC24_spike_in__001_from_ZMH053S_label_Liver_replicate_2,Liver,1.0,0.02532
350,K2AC24_spike_in__001_from_ZNB32S_label_Breast_replicate_2,Breast,1.0,0.02644
351,K2AC24_spike_in__05_from_ZMH056S_label_Liver_replicate_2,Liver,50.0,0.3096
352,K2AC24_spike_in__005_from_pool_Breast_label_Breast_replicate_0,Breast,5.0,0.03248
353,K2AC24_spike_in__0001_from_ZNB22SR1_label_Breast_replicate_2,Breast,0.1,0.02288
354,K2AC24_spike_in__0001_from_ZNB32S_label_Breast_replicate_2,Breast,0.1,0.02319
355,K2AC24_spike_in__05_from_ZMH051S_label_Liver_replicate_1,Liver,50.0,0.2293
356,K2AC24_spike_in__0001_from_ZMH053S_label_Liver_replicate_2,Liver,0.1,0.02328
357,K2AC24_spike_in__005_from_pool_Breast_label_Breast_replicate_1,Breast,5.0,0.03203
358,K2AC24_spike_in__0005_from_ZNB22SR1_label_Breast_replicate_2,Breast,0.5,0.02186
359,K2AC24_spike_in__01_from_pool_Breast_label_Breast_replicate_2,Breast,10.0,0.03852
360,K2AC24_spike_in__001_from_ZNB32S_label_Breast_replicate_0,Breast,1.0,0.02715
361,K2AC24_spike_in__05_from_ZMH056S_label_Liver_replicate_0,Liver,50.0,0.308
362,K2AC24_spike_in__001_from_ZMH053S_label_Liver_replicate_0,Liver,1.0,0.02409
363,K2AC24_spike_in__05_from_ZMH051S_label_Liver_replicate_2,Liver,50.0,0.2269
364,K2AC24_spike_in__0001_from_ZNB32S_label_Breast_replicate_1,Breast,0.1,0.02345
365,K2AC24_spike_in__0001_from_ZMH053S_label_Liver_replicate_1,Liver,0.1,0.02346
366,K2AC24_spike_in__0001_from_ZNB22SR1_label_Breast_replicate_0,Breast,0.1,0.02331
367,K2AC24_spike_in__01_from_pool_Breast_label_Breast_replicate_1,Breast,10.0,0.0405
368,K2AC24_spike_in__0005_from_ZNB22SR1_label_Breast_replicate_1,Breast,0.5,0.023
369,K2AC24_spike_in__005_from_pool_Breast_label_Breast_replicate_2,Breast,5.0,0.02977
370,K2AC24_spike_in__001_from_ZMH053S_label_Liver_replicate_1,Liver,1.0,0.02441
371,K2AC24_spike_in__05_from_ZMH056S_label_Liver_replicate_1,Liver,50.0,0.301
372,K2AC24_spike_in__001_from_ZNB32S_label_Breast_replicate_1,Breast,1.0,0.02329
373,K2AC24_spike_in__0001_from_ZMH053S_label_Liver_replicate_0,Liver,0.1,0.02339
374,K2AC24_spike_in__0001_from_ZNB32S_label_Breast_replicate_0,Breast,0.1,0.02339
375,K2AC24_spike_in__01_from_pool_Breast_label_Breast_replicate_0,Breast,10.0,0.03871
376,K2AC24_spike_in__0001_from_ZNB22SR1_label_Breast_replicate_1,Breast,0.1,0.02321
377,K2AC24_spike_in__0005_from_ZNB22SR1_label_Breast_replicate_0,Breast,0.5,0.02336
378,K2AC24_spike_in__05_from_ZNB06SR3_label_Breast_replicate_1,Breast,50.0,0.2541
379,K2AC24_spike_in__01_from_ZNB06SR3_label_Breast_replicate_0,Breast,10.0,0.05072
380,K2AC24_spike_in__0005_from_pool_Breast_label_Breast_replicate_1,Breast,0.5,0.02252
381,K2AC24_spike_in__05_from_pool_Liver_label_Liver_replicate_1,Liver,50.0,0.1388
382,K2AC24_spike_in__0005_from_ZMH050S_label_Liver_replicate_1,Liver,0.5,0.02716
383,K2AC24_spike_in__01_from_ZMH048S_label_Liver_replicate_2,Liver,10.0,0.08682
384,K2AC24_spike_in__005_from_ZMH050S_label_Liver_replicate_0,Liver,5.0,0.03188
385,K2AC24_spike_in__05_from_ZNB06SR3_label_Breast_replicate_0,Breast,50.0,0.2512
386,K2AC24_spike_in__0005_from_pool_Liver_label_Liver_replicate_2,Liver,0.5,0.02383
387,K2AC24_spike_in__0005_from_pool_Breast_label_Breast_replicate_0,Breast,0.5,0.02323
388,K2AC24_spike_in__01_from_ZNB06SR3_label_Breast_replicate_1,Breast,10.0,0.052
389,K2AC24_spike_in__0005_from_ZMH050S_label_Liver_replicate_0,Liver,0.5,0.02631
390,K2AC24_spike_in__05_from_pool_Liver_label_Liver_replicate_0,Liver,50.0,0.1376
391,K2AC24_spike_in__005_from_ZMH050S_label_Liver_replicate_1,Liver,5.0,0.03483
392,K2AC24_spike_in__05_from_ZNB05S_label_Breast_replicate_2,Breast,50.0,0.02852
393,K2AC24_spike_in__01_from_ZNB06SR3_label_Breast_replicate_2,Breast,10.0,0.05627
394,K2AC24_spike_in__0005_from_pool_Liver_label_Liver_replicate_1,Liver,0.5,0.02379
395,K2AC24_spike_in__005_from_ZMH050S_label_Liver_replicate_2,Liver,5.0,0.03277
396,K2AC24_spike_in__01_from_ZMH048S_label_Liver_replicate_0,Liver,10.0,0.08686
397,K2AC24_spike_in__05_from_ZNB05S_label_Breast_replicate_1,Breast,50.0,0.0312
398,K2AC24_spike_in__0005_from_pool_Breast_label_Breast_replicate_2,Breast,0.5,0.02338
399,K2AC24_spike_in__0005_from_pool_Liver_label_Liver_replicate_0,Liver,0.5,0.02326
400,K2AC24_spike_in__05_from_ZNB06SR3_label_Breast_replicate_2,Breast,50.0,0.254
401,K2AC24_spike_in__05_from_ZNB05S_label_Breast_replicate_0,Breast,50.0,0.02987
402,K2AC24_spike_in__01_from_ZMH048S_label_Liver_replicate_1,Liver,10.0,0.08704
403,K2AC24_spike_in__05_from_pool_Liver_label_Liver_replicate_2,Liver,50.0,0.1388
404,K2AC24_spike_in__0005_from_ZMH050S_label_Liver_replicate_2,Liver,0.5,0.02281
405,K2AC24_spike_in__0001_from_ZNL09S_label_Lung_replicate_2,Lung,0.1,0.02324
406,K2AC24_spike_in__005_from_ZNL09S_label_Lung_replicate_1,Lung,5.0,0.02617
407,K2AC24_spike_in__0005_from_ZNL09S_label_Lung_replicate_0,Lung,0.5,0.02642
408,K2AC24_spike_in__0001_from_pool_Breast_label_Breast_replicate_0,Breast,0.1,0.02336
409,K2AC24_spike_in__0005_from_ZNL14S_label_Lung_replicate_2,Lung,0.5,0.02259
410,K2AC24_spike_in__0001_from_ZNL14S_label_Lung_replicate_0,Lung,0.1,0.02349
411,K2AC24_spike_in__0001_from_pool_Liver_label_Liver_replicate_1,Liver,0.1,0.02342
412,K2AC24_spike_in__001_from_ZNL14S_label_Lung_replicate_1,Lung,1.0,0.02231
413,K2AC24_spike_in__01_from_ZNL15S_label_Lung_replicate_2,Lung,10.0,0.0733
414,K2AC24_spike_in__05_from_ZNL15S_label_Lung_replicate_0,Lung,50.0,0.1998
415,K2AC24_spike_in__0001_from_ZMH050S_label_Liver_replicate_1,Liver,0.1,0.02316
416,K2AC24_spike_in__05_from_ZNL08S_label_Lung_replicate_2,Lung,50.0,0.3902
417,K2AC24_spike_in__05_from_ZMH048S_label_Liver_replicate_2,Liver,50.0,0.3243
418,K2AC24_spike_in__001_from_ZMH050S_label_Liver_replicate_0,Liver,1.0,0.02514
419,K2AC24_spike_in__01_from_ZNL08S_label_Lung_replicate_0,Lung,10.0,0.0744
420,K2AC24_spike_in__0005_from_ZNL09S_label_Lung_replicate_1,Lung,0.5,0.02277
421,K2AC24_spike_in__005_from_ZNL09S_label_Lung_replicate_0,Lung,5.0,0.02322
422,K2AC24_spike_in__001_from_ZNL09S_label_Lung_replicate_2,Lung,1.0,0.02239
423,K2AC24_spike_in__001_from_ZNL14S_label_Lung_replicate_0,Lung,1.0,0.0265
424,K2AC24_spike_in__0001_from_ZNL14S_label_Lung_replicate_1,Lung,0.1,0.02338
425,K2AC24_spike_in__0001_from_pool_Liver_label_Liver_replicate_0,Liver,0.1,0.02314
426,K2AC24_spike_in__005_from_ZNL14S_label_Lung_replicate_2,Lung,5.0,0.02557
427,K2AC24_spike_in__0001_from_pool_Breast_label_Breast_replicate_1,Breast,0.1,0.02316
428,K2AC24_spike_in__01_from_ZNB22SR1_label_Breast_replicate_2,Breast,10.0,0.0501
429,K2AC24_spike_in__05_from_ZNL15S_label_Lung_replicate_1,Lung,50.0,0.1956
430,K2AC24_spike_in__0001_from_ZMH050S_label_Liver_replicate_0,Liver,0.1,0.02323
431,K2AC24_spike_in__01_from_pool_Liver_label_Liver_replicate_2,Liver,10.0,0.04696
432,K2AC24_spike_in__01_from_ZNL08S_label_Lung_replicate_1,Lung,10.0,0.05992
433,K2AC24_spike_in__001_from_ZMH050S_label_Liver_replicate_1,Liver,1.0,0.02657
434,K2AC24_spike_in__01_from_ZNB05S_label_Breast_replicate_2,Breast,10.0,0.026
435,K2AC24_spike_in__0001_from_ZNL14S_label_Lung_replicate_2,Lung,0.1,0.02303
436,K2AC24_spike_in__0001_from_pool_Breast_label_Breast_replicate_2,Breast,0.1,0.02342
437,K2AC24_spike_in__005_from_ZNL14S_label_Lung_replicate_1,Lung,5.0,0.02223
438,K2AC24_spike_in__0005_from_ZNL14S_label_Lung_replicate_0,Lung,0.5,0.02211
439,K2AC24_spike_in__0005_from_ZNL09S_label_Lung_replicate_2,Lung,0.5,0.02284
440,K2AC24_spike_in__0001_from_ZNL09S_label_Lung_replicate_0,Lung,0.1,0.02328
441,K2AC24_spike_in__001_from_ZNL09S_label_Lung_replicate_1,Lung,1.0,0.02283
442,K2AC24_spike_in__001_from_ZMH050S_label_Liver_replicate_2,Liver,1.0,0.02244
443,K2AC24_spike_in__01_from_ZNL08S_label_Lung_replicate_2,Lung,10.0,0.07528
444,K2AC24_spike_in__05_from_ZNL08S_label_Lung_replicate_0,Lung,50.0,0.3905
445,K2AC24_spike_in__05_from_ZMH048S_label_Liver_replicate_0,Liver,50.0,0.3244
446,K2AC24_spike_in__01_from_ZNB05S_label_Breast_replicate_1,Breast,10.0,0.02703
447,K2AC24_spike_in__05_from_ZNL15S_label_Lung_replicate_2,Lung,50.0,0.195
448,K2AC24_spike_in__01_from_ZNB22SR1_label_Breast_replicate_1,Breast,10.0,0.05366
449,K2AC24_spike_in__01_from_pool_Liver_label_Liver_replicate_1,Liver,10.0,0.04637
450,K2AC24_spike_in__01_from_ZNL15S_label_Lung_replicate_0,Lung,10.0,0.07154
451,K2AC24_spike_in__0005_from_ZNL14S_label_Lung_replicate_1,Lung,0.5,0.02584
452,K2AC24_spike_in__005_from_ZNL14S_label_Lung_replicate_0,Lung,5.0,0.021
453,K2AC24_spike_in__001_from_ZNL14S_label_Lung_replicate_2,Lung,1.0,0.02688
454,K2AC24_spike_in__0001_from_pool_Liver_label_Liver_replicate_2,Liver,0.1,0.02343
455,K2AC24_spike_in__001_from_ZNL09S_label_Lung_replicate_0,Lung,1.0,0.02291
456,K2AC24_spike_in__0001_from_ZNL09S_label_Lung_replicate_1,Lung,0.1,0.02298
457,K2AC24_spike_in__005_from_ZNL09S_label_Lung_replicate_2,Lung,5.0,0.02559
458,K2AC24_spike_in__01_from_ZNB05S_label_Breast_replicate_0,Breast,10.0,0.02766
459,K2AC24_spike_in__05_from_ZMH048S_label_Liver_replicate_1,Liver,50.0,0.3242
460,K2AC24_spike_in__05_from_ZNL08S_label_Lung_replicate_1,Lung,50.0,0.3926
461,K2AC24_spike_in__01_from_ZNL15S_label_Lung_replicate_1,Lung,10.0,0.07167
462,K2AC24_spike_in__01_from_pool_Liver_label_Liver_replicate_0,Liver,10.0,0.0481
463,K2AC24_spike_in__01_from_ZNB22SR1_label_Breast_replicate_0,Breast,10.0,0.05264
464,K2AC24_spike_in__0001_from_ZMH050S_label_Liver_replicate_2,Liver,0.1,0.02308
465,K2AC24_spike_in__0001_from_ZNB06SR3_label_Breast_replicate_1,Breast,0.1,0.02293
466,K2AC24_spike_in__01_from_ZMH051S_label_Liver_replicate_0,Liver,10.0,0.0654
467,K2AC24_spike_in__005_from_ZMH053S_label_Liver_replicate_2,Liver,5.0,0.0251
468,K2AC24_spike_in__01_from_ZNL07S_label_Lung_replicate_1,Lung,10.0,0.05437
469,K2AC24_spike_in__01_from_ZMH056S_label_Liver_replicate_2,Liver,10.0,0.07902
470,K2AC24_spike_in__0005_from_ZNB06SR3_label_Breast_replicate_0,Breast,0.5,0.02778
471,K2AC24_spike_in__005_from_ZNB32S_label_Breast_replicate_2,Breast,5.0,0.02571
472,K2AC24_spike_in__001_from_pool_Breast_label_Breast_replicate_1,Breast,1.0,0.02231
473,K2AC24_spike_in__0005_from_pool_Lung_label_Lung_replicate_1,Lung,0.5,0.02333
474,K2AC24_spike_in__001_from_ZNB03SR2_label_Breast_replicate_0,Breast,1.0,0.02727
475,K2AC24_spike_in__001_from_pool_Lung_label_Lung_replicate_2,Lung,1.0,0.02197
476,K2AC24_spike_in__05_from_pool_Breast_label_Breast_replicate_2,Breast,50.0,0.07614
477,K2AC24_spike_in__005_from_ZNB03SR2_label_Breast_replicate_1,Breast,5.0,0.04017
478,K2AC24_spike_in__0005_from_ZNB32S_label_Breast_replicate_2,Breast,0.5,0.02699
479,K2AC24_spike_in__01_from_ZMH051S_label_Liver_replicate_1,Liver,10.0,0.07078
480,K2AC24_spike_in__0001_from_ZNB06SR3_label_Breast_replicate_0,Breast,0.1,0.02337
481,K2AC24_spike_in__0005_from_ZMH053S_label_Liver_replicate_2,Liver,0.5,0.0265
482,K2AC24_spike_in__05_from_ZNL07S_label_Lung_replicate_2,Lung,50.0,0.277
483,K2AC24_spike_in__0005_from_ZNB06SR3_label_Breast_replicate_1,Breast,0.5,0.02734
484,K2AC24_spike_in__01_from_ZNL07S_label_Lung_replicate_0,Lung,10.0,0.05449
485,K2AC24_spike_in__001_from_ZNB03SR2_label_Breast_replicate_1,Breast,1.0,0.02635
486,K2AC24_spike_in__0005_from_pool_Lung_label_Lung_replicate_0,Lung,0.5,0.02341
487,K2AC24_spike_in__01_from_pool_Lung_label_Lung_replicate_2,Lung,10.0,0.0313
488,K2AC24_spike_in__001_from_pool_Breast_label_Breast_replicate_0,Breast,1.0,0.02361
489,K2AC24_spike_in__005_from_ZNB03SR2_label_Breast_replicate_0,Breast,5.0,0.03937
490,K2AC24_spike_in__01_from_ZMH056S_label_Liver_replicate_0,Liver,10.0,0.07901
491,K2AC24_spike_in__0005_from_ZNB06SR3_label_Breast_replicate_2,Breast,0.5,0.02265
492,K2AC24_spike_in__05_from_ZNL07S_label_Lung_replicate_1,Lung,50.0,0.276
493,K2AC24_spike_in__005_from_ZNB32S_label_Breast_replicate_0,Breast,5.0,0.0246
494,K2AC24_spike_in__005_from_ZMH053S_label_Liver_replicate_0,Liver,5.0,0.02548
495,K2AC24_spike_in__01_from_ZMH051S_label_Liver_replicate_2,Liver,10.0,0.07261
496,K2AC24_spike_in__0005_from_ZNB32S_label_Breast_replicate_1,Breast,0.5,0.02324
497,K2AC24_spike_in__0005_from_ZMH053S_label_Liver_replicate_1,Liver,0.5,0.0239
498,K2AC24_spike_in__05_from_pool_Breast_label_Breast_replicate_0,Breast,50.0,0.08408
499,K2AC24_spike_in__001_from_pool_Lung_label_Lung_replicate_0,Lung,1.0,0.02202
500,K2AC24_spike_in__001_from_ZNB03SR2_label_Breast_replicate_2,Breast,1.0,0.02658
501,K2AC24_spike_in__01_from_pool_Lung_label_Lung_replicate_1,Lung,10.0,0.03309
502,K2AC24_spike_in__01_from_ZNL07S_label_Lung_replicate_2,Lung,10.0,0.05503
503,K2AC24_spike_in__005_from_ZMH053S_label_Liver_replicate_1,Liver,5.0,0.02491
504,K2AC24_spike_in__005_from_ZNB32S_label_Breast_replicate_1,Breast,5.0,0.02491
505,K2AC24_spike_in__05_from_ZNL07S_label_Lung_replicate_0,Lung,50.0,0.2754
506,K2AC24_spike_in__01_from_ZMH056S_label_Liver_replicate_1,Liver,10.0,0.07725
507,K2AC24_spike_in__0005_from_ZMH053S_label_Liver_replicate_0,Liver,0.5,0.02352
508,K2AC24_spike_in__0005_from_ZNB32S_label_Breast_replicate_0,Breast,0.5,0.02701
509,K2AC24_spike_in__0001_from_ZNB06SR3_label_Breast_replicate_2,Breast,0.1,0.02336
510,K2AC24_spike_in__001_from_pool_Lung_label_Lung_replicate_1,Lung,1.0,0.0239
511,K2AC24_spike_in__005_from_ZNB03SR2_label_Breast_replicate_2,Breast,5.0,0.04126
512,K2AC24_spike_in__05_from_pool_Breast_label_Breast_replicate_1,Breast,50.0,0.0757
513,K2AC24_spike_in__01_from_pool_Lung_label_Lung_replicate_0,Lung,10.0,0.03272
514,K2AC24_spike_in__0005_from_pool_Lung_label_Lung_replicate_2,Lung,0.5,0.02283
515,K2AC24_spike_in__001_from_pool_Breast_label_Breast_replicate_2,Breast,1.0,0.02332
516,KZAZ52_spike_in__001_from_ZNC19S_label_CRC_replicate_2,CRC,1.0,0.03453
517,KZAZ52_spike_in__05_from_ZNC19S_label_CRC_replicate_2,CRC,50.0,0.3098
518,KZAZ52_spike_in__0005_from_ZNC19S_label_CRC_replicate_2,CRC,0.5,0.03475
519,KZAZ52_spike_in__001_from_ZNC19S_label_CRC_replicate_0,CRC,1.0,0.03509
520,KZAZ52_spike_in__05_from_ZNC19S_label_CRC_replicate_0,CRC,50.0,0.3096
521,KZAZ52_spike_in__0005_from_ZNC19S_label_CRC_replicate_1,CRC,0.5,0.03446
522,KZAZ52_spike_in__001_from_ZNC19S_label_CRC_replicate_1,CRC,1.0,0.03441
523,KZAZ52_spike_in__0005_from_ZNC19S_label_CRC_replicate_0,CRC,0.5,0.03481
524,KZAZ52_spike_in__05_from_ZNC19S_label_CRC_replicate_1,CRC,50.0,0.3149
525,KZAZ52_spike_in__05_from_ZNC03S_label_CRC_replicate_1,CRC,50.0,0.05401
526,KZAZ52_spike_in__0005_from_ZNC03S_label_CRC_replicate_0,CRC,0.5,0.03536
527,KZAZ52_spike_in__0001_from_ZNC04S_label_CRC_replicate_1,CRC,0.1,0.03458
528,KZAZ52_spike_in__01_from_ZNC04S_label_CRC_replicate_0,CRC,10.0,0.03642
529,KZAZ52_spike_in__005_from_ZNC04S_label_CRC_replicate_0,CRC,5.0,0.03689
530,KZAZ52_spike_in__001_from_ZNC03S_label_CRC_replicate_1,CRC,1.0,0.03616
531,KZAZ52_spike_in__0005_from_ZNC03S_label_CRC_replicate_1,CRC,0.5,0.03558
532,KZAZ52_spike_in__05_from_ZNC03S_label_CRC_replicate_0,CRC,50.0,0.05199
533,KZAZ52_spike_in__01_from_ZNC04S_label_CRC_replicate_1,CRC,10.0,0.03626
534,KZAZ52_spike_in__0001_from_ZNC04S_label_CRC_replicate_0,CRC,0.1,0.03529
535,KZAZ52_spike_in__005_from_ZNC04S_label_CRC_replicate_1,CRC,5.0,0.03723
536,KZAZ52_spike_in__001_from_ZNC03S_label_CRC_replicate_0,CRC,1.0,0.03519
537,KZAZ52_spike_in__01_from_ZNC04S_label_CRC_replicate_2,CRC,10.0,0.03458
538,KZAZ52_spike_in__0005_from_ZNC03S_label_CRC_replicate_2,CRC,0.5,0.03588
539,KZAZ52_spike_in__005_from_ZNC04S_label_CRC_replicate_2,CRC,5.0,0.03579
540,KZAZ52_spike_in__0001_from_ZNC04S_label_CRC_replicate_2,CRC,0.1,0.03474
541,KZAZ52_spike_in__05_from_ZNC03S_label_CRC_replicate_2,CRC,50.0,0.02792
542,KZAZ52_spike_in__001_from_ZNC03S_label_CRC_replicate_2,CRC,1.0,0.03599
543,KZAZ52_spike_in__01_from_ZNC05S_label_CRC_replicate_1,CRC,10.0,0.04265
544,KZAZ52_spike_in__0001_from_ZNC05S_label_CRC_replicate_0,CRC,0.1,0.03513
545,KZAZ52_spike_in__005_from_ZNC05S_label_CRC_replicate_1,CRC,5.0,0.04019
546,KZAZ52_spike_in__0001_from_ZNC05S_label_CRC_replicate_1,CRC,0.1,0.0352
547,KZAZ52_spike_in__01_from_ZNC05S_label_CRC_replicate_0,CRC,10.0,0.04208
548,KZAZ52_spike_in__005_from_ZNC05S_label_CRC_replicate_0,CRC,5.0,0.03858
549,KZAZ52_spike_in__0001_from_ZNC05S_label_CRC_replicate_2,CRC,0.1,0.03517
550,KZAZ52_spike_in__01_from_ZNC05S_label_CRC_replicate_2,CRC,10.0,0.04249
551,KZAZ52_spike_in__005_from_ZNC05S_label_CRC_replicate_2,CRC,5.0,0.03946
552,KZAZ52_spike_in__05_from_pool_CRC_label_CRC_replicate_1,CRC,50.0,0.07184
553,KZAZ52_spike_in__005_from_pool_CRC_label_CRC_replicate_2,CRC,5.0,0.03305
554,KZAZ52_spike_in__0001_from_ZNC01S_label_CRC_replicate_2,CRC,0.1,0.03527
555,KZAZ52_spike_in__0001_from_pool_CRC_label_CRC_replicate_1,CRC,0.1,0.0349
556,KZAZ52_spike_in__05_from_pool_CRC_label_CRC_replicate_0,CRC,50.0,0.0664
557,KZAZ52_spike_in__01_from_ZNC01S_label_CRC_replicate_2,CRC,10.0,0.03394
558,KZAZ52_spike_in__0001_from_pool_CRC_label_CRC_replicate_0,CRC,0.1,0.03518
